id_upm,codigo,departamento,provincia,municipio,area_censo,comunidad,zona,sector,area,viviendas_2012,viviendas_2022,fecha_aprobacion
3675,903675,pando,nicolas suarez,porvenir,1,1001,1,1,1,0,8,2022-08-02T20:25:30.268Z
1617,901617,pando,nicolas suarez,cobija,6,1001,1,1,6,0,14,2022-07-19T21:06:23.866Z
3726,903726,pando,nicolas suarez,porvenir,1,1001,1,17,1,0,16,2022-08-02T15:09:05.512Z
3727,903727,pando,nicolas suarez,porvenir,1,1001,1,18,1,0,17,2022-08-08T21:04:37.765Z
1862,901862,pando,nicolas suarez,cobija,6,1001,3,11,6,0,26,2022-07-13T15:54:40.033Z
3742,903742,pando,nicolas suarez,porvenir,1,1001,1,12,1,0,26,2022-08-02T16:32:48.956Z
4931,904931,pando,madre de dios,san lorenzo,1,2002,1,1,1,0,28,2022-08-20T02:37:04.573Z
3994,903994,pando,manuripi,puerto rico,1,1001,1,16,1,0,33,2022-08-16T13:31:45.379Z
3996,903996,pando,manuripi,puerto rico,1,1001,1,17,1,0,35,2022-08-16T13:31:48.483Z
1705,901705,pando,nicolas suarez,cobija,6,1001,1,5,6,0,37,2022-07-18T19:40:50.459Z
1596,901596,pando,nicolas suarez,cobija,6,1001,1,2,6,0,39,2022-07-20T18:27:24.985Z
3770,903770,pando,nicolas suarez,porvenir,1,1001,1,15,1,0,39,2022-08-02T21:31:00.722Z
4920,904920,pando,madre de dios,san lorenzo,1,1014,1,2,1,0,41,2022-08-18T13:56:06.234Z
2420,902420,pando,nicolas suarez,cobija,5,1001,1,14,5,0,47,2022-07-20T18:49:58.431Z
4018,904018,pando,madre de dios,san lorenzo,1,1001,1,4,1,0,52,2022-08-12T00:45:21.988Z
3744,903744,pando,nicolas suarez,porvenir,1,1001,1,14,1,0,54,2022-08-02T16:32:26.006Z
3999,903999,pando,madre de dios,san lorenzo,1,1001,1,3,1,0,56,2022-08-11T23:05:37.494Z
4944,904944,pando,madre de dios,san lorenzo,1,1701,1,1,1,0,56,2022-08-18T12:58:08.223Z
1853,901853,pando,nicolas suarez,cobija,6,1001,3,5,6,0,58,2022-07-20T16:00:04.665Z
1728,901728,pando,nicolas suarez,cobija,6,1001,3,8,6,0,59,2022-07-06T15:59:54.216Z
4929,904929,pando,madre de dios,san lorenzo,1,1014,1,1,1,0,60,2022-08-18T13:11:30.461Z
3775,903775,pando,nicolas suarez,porvenir,1,1002,1,6,1,0,61,2022-08-15T18:45:45.194Z
1854,901854,pando,nicolas suarez,cobija,6,1001,3,17,6,0,63,2022-07-18T22:07:04.977Z
2055,902055,pando,nicolas suarez,cobija,6,1001,4,17,6,0,63,2022-08-08T18:52:33.230Z
5092,905092,pando,madre de dios,san lorenzo,1,2702,1,2,1,0,63,2022-08-19T23:09:25.803Z
122,900122,pando,nicolas suarez,cobija,2,1001,2,10,2,0,64,2022-07-20T18:48:40.086Z
1857,901857,pando,nicolas suarez,cobija,6,1001,3,18,6,0,65,2022-07-18T19:55:32.986Z
3965,903965,pando,manuripi,puerto rico,1,1001,1,12,1,0,66,2022-08-15T18:54:14.388Z
