id_upm,codigo,departamento,provincia,municipio,area_censo,comunidad,zona,sector,area,viviendas_2012,viviendas_2022,fecha_aprobacion
5208,605208,tarija,cercado,tarija,07,01001,02,02,07,0,12,2022-08-30T23:29:41.998Z
4560,604560,tarija,cercado,tarija,06,01001,05,15,06,0,4,2022-08-22T01:11:01.181Z
4569,604569,tarija,cercado,tarija,06,01001,01,14,06,0,71,2022-08-26T13:11:15.169Z
5226,605226,tarija,cercado,tarija,07,01001,06,07,07,10,15,2022-08-29T02:36:16.623Z
4758,604758,tarija,cercado,tarija,06,01001,05,02,06,100,139,2022-08-22T00:09:17.158Z
4751,604751,tarija,cercado,tarija,06,01001,06,05,06,100,154,2022-08-22T00:09:07.004Z
4501,604501,tarija,cercado,tarija,05,01001,01,15,05,100,179,2022-08-25T14:57:23.552Z
4542,604542,tarija,cercado,tarija,06,01001,05,09,06,104,150,2022-08-28T04:28:07.666Z
5742,605742,tarija,cercado,tarija,08,01001,04,13,08,110,135,2022-08-31T22:06:05.590Z
4681,604681,tarija,cercado,tarija,06,01001,03,14,06,12,132,2022-08-27T14:34:38.854Z
4748,604748,tarija,cercado,tarija,06,01001,01,12,06,13,81,2022-08-26T00:47:00.447Z
4494,604494,tarija,cercado,tarija,04,01001,02,02,04,143,219,2022-08-29T02:56:46.239Z
4533,604533,tarija,cercado,tarija,05,01001,02,16,05,15,26,2022-08-27T22:29:00.450Z
4614,604614,tarija,cercado,tarija,06,01001,04,01,06,15,30,2022-08-29T01:24:49.910Z
4745,604745,tarija,cercado,tarija,06,01001,02,09,06,151,55,2022-08-22T00:06:15.224Z
4522,604522,tarija,cercado,tarija,02,01001,01,04,02,155,194,2022-08-26T13:03:24.204Z
4753,604753,tarija,cercado,tarija,06,01001,06,07,06,164,248,2022-08-22T00:09:12.869Z
5209,605209,tarija,cercado,tarija,07,01001,02,03,07,19,52,2022-08-30T23:29:57.263Z
4607,604607,tarija,cercado,tarija,04,01001,02,07,04,20,21,2022-08-22T02:41:09.612Z
4556,604556,tarija,cercado,tarija,06,01001,05,11,06,20,37,2022-08-28T06:05:52.784Z
4559,604559,tarija,cercado,tarija,06,01001,05,14,06,20,65,2022-08-28T04:48:59.209Z
4573,604573,tarija,cercado,tarija,07,01001,01,01,07,23,49,2022-08-28T05:25:50.835Z
4618,604618,tarija,cercado,tarija,06,01001,04,05,06,24,66,2022-08-29T01:25:11.919Z
4581,604581,tarija,cercado,tarija,02,01001,01,17,02,32,48,2022-08-22T02:22:36.208Z
4513,604513,tarija,cercado,tarija,04,01001,02,13,04,33,52,2022-08-19T02:07:04.413Z
5243,605243,tarija,cercado,tarija,07,01001,06,12,07,35,57,2022-08-29T02:46:51.605Z
4806,604806,tarija,cercado,tarija,06,01001,01,09,06,35,64,2022-08-28T19:14:23.792Z
5344,605344,tarija,cercado,tarija,07,01001,05,17,07,36,46,2022-08-29T00:42:54.237Z
4493,604493,tarija,cercado,tarija,04,01001,02,01,04,37,50,2022-08-29T02:56:23.417Z
5274,605274,tarija,cercado,tarija,08,01001,02,12,08,37,58,2022-08-29T01:27:10.168Z
4545,604545,tarija,cercado,tarija,06,01001,01,10,06,38,61,2022-08-28T04:29:54.882Z
4752,604752,tarija,cercado,tarija,06,01001,06,06,06,38,83,2022-09-01T16:35:39.334Z
4512,604512,tarija,cercado,tarija,04,01001,02,12,04,38,88,2022-08-24T13:27:31.248Z
