id_upm,codigo,departamento,provincia,municipio,area_censo,comunidad,zona,sector,area,viviendas_2012,viviendas_2022,fecha_aprobacion
6066,106066,chuquisaca,oropeza,sucre,01,01001,01,08,01,101,153,2022-09-08T18:51:46.743Z
6045,106045,chuquisaca,oropeza,sucre,01,01001,02,03,01,104,131,2022-09-08T22:50:04.935Z
6080,106080,chuquisaca,oropeza,sucre,01,01001,04,07,01,105,155,2022-09-09T16:30:52.462Z
6435,106435,chuquisaca,oropeza,sucre,01,01001,03,04,01,109,199,2022-09-09T21:50:36.967Z
6078,106078,chuquisaca,oropeza,sucre,01,01001,06,08,01,112,151,2022-09-09T18:17:16.378Z
6073,106073,chuquisaca,oropeza,sucre,01,01001,05,11,01,113,146,2022-09-08T10:44:07.973Z
6575,106575,chuquisaca,oropeza,sucre,01,01001,06,10,01,118,176,2022-09-09T12:48:10.845Z
6448,106448,chuquisaca,oropeza,sucre,01,01001,01,09,01,159,195,2022-09-09T16:34:40.428Z
6440,106440,chuquisaca,oropeza,sucre,01,01001,08,11,01,160,162,2022-09-09T23:49:06.263Z
6059,106059,chuquisaca,oropeza,sucre,01,01001,03,10,01,22,82,2022-09-08T01:57:51.837Z
6442,106442,chuquisaca,oropeza,sucre,01,01001,08,08,01,27,49,2022-09-09T23:48:44.918Z
6104,106104,chuquisaca,oropeza,sucre,01,01001,09,10,01,34,46,2022-09-07T20:33:41.541Z
6061,106061,chuquisaca,oropeza,sucre,01,01001,03,02,01,36,52,2022-09-08T21:41:37.264Z
6583,106583,chuquisaca,oropeza,sucre,01,01001,09,04,01,37,50,2022-09-09T15:04:53.967Z
6573,106573,chuquisaca,oropeza,sucre,01,01001,06,01,01,45,83,2022-09-09T12:52:35.284Z
6058,106058,chuquisaca,oropeza,sucre,01,01001,03,09,01,45,87,2022-09-06T19:57:24.189Z
6062,106062,chuquisaca,oropeza,sucre,01,01001,03,03,01,45,94,2022-09-09T14:04:40.104Z
6450,106450,chuquisaca,oropeza,sucre,01,01001,04,04,01,46,83,2022-09-09T23:32:49.947Z
6576,106576,chuquisaca,oropeza,sucre,01,01001,07,11,01,50,56,2022-09-09T12:48:15.407Z
6587,106587,chuquisaca,oropeza,sucre,01,01001,09,07,01,51,86,2022-09-09T16:10:03.288Z
6082,106082,chuquisaca,oropeza,sucre,01,01001,07,07,01,52,71,2022-09-08T12:44:59.275Z
6609,106609,chuquisaca,oropeza,sucre,04,01001,10,02,04,53,150,2022-09-09T21:52:34.060Z
6070,106070,chuquisaca,oropeza,sucre,01,01001,05,08,01,54,84,2022-09-08T03:00:02.932Z
6079,106079,chuquisaca,oropeza,sucre,01,01001,07,02,01,57,100,2022-09-09T16:30:49.435Z
6572,106572,chuquisaca,oropeza,sucre,01,01001,06,05,01,58,93,2022-09-09T12:52:32.474Z
6444,106444,chuquisaca,oropeza,sucre,01,01001,03,01,01,58,94,2022-09-09T14:07:53.657Z
6053,106053,chuquisaca,oropeza,sucre,01,01001,03,06,01,60,168,2022-09-08T01:52:49.270Z
6701,106701,chuquisaca,oropeza,sucre,05,01001,07,04,05,61,76,2022-09-10T02:28:48.291Z
6083,106083,chuquisaca,oropeza,sucre,01,01001,04,08,01,64,94,2022-09-08T12:45:03.006Z
6586,106586,chuquisaca,oropeza,sucre,01,01001,09,06,01,67,81,2022-09-09T16:09:51.956Z
6077,106077,chuquisaca,oropeza,sucre,01,01001,06,07,01,67,85,2022-09-09T18:17:12.883Z
6443,106443,chuquisaca,oropeza,sucre,01,01001,08,01,01,68,116,2022-09-09T23:48:49.055Z
6065,106065,chuquisaca,oropeza,sucre,01,01001,01,06,01,69,106,2022-09-08T18:47:02.489Z
6054,106054,chuquisaca,oropeza,sucre,01,01001,03,08,01,69,154,2022-09-08T01:52:54.472Z
6048,106048,chuquisaca,oropeza,sucre,01,01001,01,03,01,70,110,2022-09-06T18:37:53.625Z
6702,106702,chuquisaca,oropeza,sucre,05,01001,07,02,05,72,84,2022-09-10T02:27:23.581Z
6064,106064,chuquisaca,oropeza,sucre,01,01001,02,08,01,72,89,2022-09-09T14:07:48.522Z
6063,106063,chuquisaca,oropeza,sucre,01,01001,02,07,01,73,68,2022-09-09T14:04:28.367Z
6585,106585,chuquisaca,oropeza,sucre,01,01001,09,03,01,74,90,2022-09-09T15:05:40.037Z
6446,106446,chuquisaca,oropeza,sucre,01,01001,03,11,01,74,95,2022-09-09T13:36:24.344Z
6103,106103,chuquisaca,oropeza,sucre,01,01001,09,08,01,75,95,2022-09-07T20:36:19.645Z
6069,106069,chuquisaca,oropeza,sucre,01,01001,05,04,01,75,97,2022-09-09T22:20:50.283Z
6588,106588,chuquisaca,oropeza,sucre,01,01001,09,05,01,76,101,2022-09-09T16:10:33.304Z
6571,106571,chuquisaca,oropeza,sucre,01,01001,06,02,01,76,93,2022-09-09T12:52:29.380Z
6608,106608,chuquisaca,oropeza,sucre,04,01001,10,01,04,77,131,2022-09-09T21:52:29.575Z
6102,106102,chuquisaca,oropeza,sucre,01,01001,09,09,01,78,105,2022-09-07T20:36:32.458Z
6584,106584,chuquisaca,oropeza,sucre,01,01001,08,10,01,80,124,2022-09-09T15:05:26.826Z
6700,106700,chuquisaca,oropeza,sucre,05,01001,07,03,05,80,77,2022-09-10T02:28:21.477Z
6449,106449,chuquisaca,oropeza,sucre,01,01001,04,03,01,82,127,2022-09-09T23:32:47.143Z
6071,106071,chuquisaca,oropeza,sucre,01,01001,05,05,01,83,105,2022-09-09T22:02:00.237Z
6085,106085,chuquisaca,oropeza,sucre,01,01001,07,05,01,83,94,2022-09-08T00:01:29.137Z
6072,106072,chuquisaca,oropeza,sucre,01,01001,05,09,01,84,100,2022-09-08T10:43:55.741Z
6060,106060,chuquisaca,oropeza,sucre,01,01001,08,09,01,86,154,2022-09-08T01:58:00.187Z
6081,106081,chuquisaca,oropeza,sucre,01,01001,07,08,01,86,63,2022-09-08T12:44:54.078Z
6049,106049,chuquisaca,oropeza,sucre,01,01001,02,06,01,88,113,2022-09-08T16:03:40.057Z
6052,106052,chuquisaca,oropeza,sucre,01,01001,03,07,01,90,150,2022-09-08T00:17:43.380Z
6068,106068,chuquisaca,oropeza,sucre,01,01001,04,02,01,91,122,2022-09-08T22:12:33.070Z
6456,106456,chuquisaca,oropeza,sucre,01,01001,05,06,01,94,123,2022-09-09T23:18:15.476Z
6046,106046,chuquisaca,oropeza,sucre,01,01001,02,02,01,95,119,2022-09-08T23:16:24.171Z
6703,106703,chuquisaca,oropeza,sucre,05,01001,02,05,05,96,103,2022-09-10T02:27:33.990Z
6067,106067,chuquisaca,oropeza,sucre,01,01001,04,01,01,96,134,2022-09-09T23:38:41.622Z
6434,106434,chuquisaca,oropeza,sucre,01,01001,03,05,01,96,238,2022-09-08T22:30:04.065Z
6574,106574,chuquisaca,oropeza,sucre,01,01001,06,09,01,96,99,2022-09-09T12:48:02.806Z
6084,106084,chuquisaca,oropeza,sucre,01,01001,07,04,01,97,120,2022-09-08T00:01:06.339Z
